body,rating
"خیلی خیلی  بده 
چاپش اشغالی
بدرد لای جرز هم نمیخوره",1
باکیفیت,5
نسبت به قیمت انتظار بیشتر نباید داشت ولی درکل نخرید,1
  یکی از سفارشام مشکل داشت ولی در کل خوب بودن راضی بودم,4
چندان جالب نیست,3
جنسش یه جوریه ولی در کل بد نیست چسب برچسبهای دکمه خوب تنیچسبه فقط,4
عالی است من کی خریدم عالی خیلی خوب دمتون گرم,5
جنس خوبی داره.پیشنهاد میکنم.چسبندگی عالی,5
رنگ بندی قشنگی داره,4
دوستان برای پشت لپ تاپ خوبه ولی یکم بزرگ تر بود برای من بردیمش ، چسبوندنشم باید هم خیلی دقت کرد هوا نره زیرش هم باید حوصله داشت، دوستانی که سشوار صنعتی دارن میتونن بهتر بچسبونن برای کیبوردمش اصلا به درد نمیخوره حروفا جا به جا بودن، دوستانی که لپ تاپ استوکی دارن کیبوردشون با این برچسبا فرق داره ,4
اصلا شبیه عکسش نبود و خیلی بزرگ تر از 15 اینچ بود,3
چندان ظاهر جذابی نداره به علاوه اینکه برای لپ تاپ سرفیس ۱۳ اینچ بزرگ بود ,2
محکم و خوب و زیبا ,4
خیلی خوشگله,5
یکم جای بنداش بده ولی در کل خوبه,3
کیفی زیبا و کاربردی,5
کیف خوبیه کارمو راه میندازه فقط یه دسته کاش میذاشتن بغلش,4
خوب بود برای مک بوک و لپ تاب های نازک یکم بزرگ میشه فک کنم تا لپ تاب ۱۵ اینج راحت جابشه,4
"باسلام
اگر به دنبال خرید این کیف برای لپ تاب ۱۳ اینچی هستید مخصوصا مک بوک (M1) پیشنهاد نمیکنم.
داخل کیف جا میره اما به میزان ۴ الی ۵ سانت براش بزرگه و اگر لپ تاب داخل این کیف باشه و کیف رو در کوله پشتی بذارید احتمالش خیلی زیاده زمانی که کیف رو روی میز زمین یا جاهای دیگه بذارید به بغل لپ تاب ضربه بخوره چون کاملا داخل کیف بازی میکنه و اینطرف اونطرف پرت میشه.",4.41
چندکاره و مناسب لپتاب 14  . خیلی خوب بود کیفیتش مناسب,3
"کیف خوبیه نسبت به قیمتش
 فقط اگه برا مک بوک میگیرین بدونید که توش لق میمونه و ممکنه زیپش خش بندازه
اگه سمتی که دسته کیف قرار داشته با جهت بسته شدن زیپ یک جهت بود بهتر بود چون احتمال خش افتادن زیاده
بهتر بود ",0
من چند سال پیش این کیف رو خریدم. خوشرنگه و جنسش خوبه منتها به خاطر اینکه غیر از لپتاپ نمی شه توی کیف چیز دیگه ای گذاشت خیلی کم استفاده کردم ازش. در حد کاور خوبه.,3
کیف جمع و جوریه کیفیت ساختشم خوبه,4
در کمتر از یکسال پاره شد ولی در کل چیز جمع و جوریه. میتونست ارزونتر باشه. و دقت کنید که دسته ی حملش بغلشه,3.14
لطفا در انتخاب سفارش خود  و نظرات سایر کاربران دقت کنید. برای من کیف دیگری از محصولات فروشگاه فرستادن که قیمتش یک سوم قیمت سفارشم بود و کیفیت افتضاح داشت و مرجوع کردم. درنظرات قبلا خونده بودم که کالای اشتباهی برای مشتریان فرستادن ولی توجه نکردم.,3
"من برای مک‌بوک ۱۳ اینچی خریدم که میخوام مرجوعی کنم. اصلا خوب نیست. یعنی بیشتر یه کاور هست. اصلا اینکه گفته میشه بند رو دوشی داره و کاربرد رو دوشی هست، واقعا در عمل اینطور نیست. 
یک بند خیلی ضعیف هست و بسیار بد ساخت که به هیچ عنوان تمایل و منطق استفاده ازش کارساز نیست. 
حتی خواستم تست کنم پشیمون شدم چه برسه به اینکه آدم مکبوک ۴۰میلیونیو بگذاره توی چنین کاور و کیفی! و بره بیرون. کافیه یه ضربه ساده بخوره اصلا به درب و پنجره ماشین. اطراف کیف آسیب پذیر. زیپ خیلی خیلی بدی داره. در واقع یک زیپ L مانند داره که به راحتی اگر سهوا باز شه مکبوک ازش پرت میشه. 
کلا نمیدونم چرا قحطی کیف لپ تاپ خوب شده. چه بازار برید چه دیجیکالا اصلا انگار کیفیت همشون مشابه هست.
خلاصه اینکه بدرد مکبوک یا لپتاپ واقعا نمیخوره. اونم توی این گرونی سیستم های کامپیوتری. 
شاید بیشتر بدرد کاغذ قلم بخوره. 
اینی که ساختن چنگی به دل نزد. گارانتی یک ساله اش هم واقعا نمیدونم به چه کار میاد",1.18
خیلی خوبه، لپ تاپ من 13 اینچه ولی برای بزرگتر از 13 اینچ اصلا مناسب نیست و جا نمیشه,3
خوب و جمع و جوره,4
"به عنوان کاور کیفیت قابل قبولی داره ضمن اینکه نباید ازش انتظار کاراییه یه کیفو داشت 
در حد یه کاور که جا برای شارژر و مثلا کیف پولتونو داره مناسبه و قیمتش نسبت به کارای مشابه موجود در بازار مناسبه",0
پشت کیف انگار که مایع سفیدکننده ریخته باشن لکه لکه سفید شده بود و خیلی تو ذوق میزد به خاطر شرایط کرونا از خیر برگشت زدنش گذشتم که نرم اداره پست,0
 کیفیت  مناسب,3
عالی,4
خیلی کوچیک بود ولی در کل بد نبود,3
به قیمتش نمی ارزه,4
عالی,5
خیلی با کیفیت بود ,5
برای انیمه بازا,5
خوبه بد نیست,3
برچسپ از وسط تا شده و کیفیتش کم بود کمترشم کرده,3
میتونست بزرگتر باشه,5
..........,5
متوسط,4
در کل خوب بود,5
خیلی خوبه عالیه,5
برای من یه چیزه دیگه ارسال کرد 🗿 ولی بازم اونم قشنگه,5
در رنج قیمت خودش عالیه و استیکر ها خوبن ولی گزینه های بهتری هم هستن,5
عالییییی,5
عالیییی,4
راضی بودم کیفیتش خوب بود,4
قشنگه . بیشترشون رو استفاده کردم,4
برا قاب گوشی میخواستم ک خوب بود,5
کیفیت خوبی نداره,1
خوب بود بخرید ,4
از بیرون قیمتش بهتره,5
رم استوک هست ولی تو مشخصات محصول قید نشده بود ولی کار راه بنداز بود,2
دوبار این رم رو سفارش دادم هر دوتاش خراب بود مرجوع کردم,1
برای لپتاپم گرفتم عالی کار میکنه,5
نه خوبه نه بد,2
نازکه و یکم سخته نصبش ولی خب برای اینکه خش نیوفته رو لپ تاپ خوبه,3
یه تیکه پلاستیک نازک که از چسب جلد هم نازک تر بود چون نمیشد یک دست بچسبه بعد از چند بار تلاش رفت توو سطل زباله,1
خیلی به درد نخور. حیف پول,1
غم شدگی داشت به همراه کتاب سفارش داده بودم تو یه قوطی گذاشتن کتاب ها رفته روش حین باربری ازوسط غم شده,1
دورتادور برچسب انگار دستی بریده شده بود و کج و کوله بود👎,1
چسبندگی عالی ولی جنس خوب,5
عالی برای روی چوب بیسبال خریدم,5
خوب,5
عالی بود,5
خوبه من دوسش دارم، طول قطرش ۶ سانته چسب قوی داره و به راحتی کنده نمیشه، آب رو از روی خودش عبور میده و خیلی هم گرون نیست.,4
با کیفیت,5
عالیه حتما بخرید,5
نخرید رنگش سریع میره ,2
عاااااالی ,4
به عشق سرور و پیشوا خریدم و راضیم,4
معمولی ,3
سلام عالی بود.ممنون از دیجی کالا ,5
"جنس خوب و ضخیمی داره رنگشم خوبه فقط برشش زیاد دقیق نیست عکسشو میزارم اگه حساس نیستید اوکیه
و اینکه ممکنه هوا بگیره زیرش بهتره با دقت بچسبونیدش",4
عالی حرف ندارد ,5
زیباست و جنس خوبی داره.,5
پرچم بهترین کشور جهان 👍🏻,4
کیفیت چاپ و برش بسیار پایین بود. دو روز تحمل کردم چسپوندمش بعدش کندم. تولید کننده توجهی به کیفیت نداشته اصلا.,1
کیفیتش خوبه ولی قیمت زیاده,4
زیبایی خاصی میده لپ تاپ,5
با کیفیت,5
با کیفیت و ضد رطوبت,5
جنس خوبی داره من برای کیس سیستم استفاده میکنم,3
بسیار‌ عالی ,5
خوب ,4
جنس مات و خوب و محکمی داره. برش خورده است. ,4
قابل استفاده براي ارتقا لپ تاپهاي قديمي,3
چند ماهی هست که خریدم تا الان مشکلی نداشتم,5
"رمی که واسه من فرستادن با مشخصاتی که تو تصویر محصول هست فرق داره
از لحاظ ظاهری هم تعداد ردیف های ترانزیستورها فرق میکنه
من بدون باز کردن رم مرجوعش کردم",1
کیفیت خدمات پایین ما کالا از روی عکس انتخاب می کنیم ولی وقتی به دست میرسه و کالا مناسب نیست و من بلا فاصله مرجوعی کردم ولی قبول نکردند پس این ضمانت هفت روز بازگشت کالا یعنی چه ... من کالا بلافاصله بعد تحول مرجوعی کردم من که این آخرین خرید من از دیجی برون گرونتر می خرم نه کالا بخرم و لی نتونم استفاده کنم,1
خوبه پیشنهاد میکنم فقط سعی کنید مشخصات رم هاتون مثل فرکانس یکسان باشه و فرکانس مادربردتون بالاتر از ۱۶۰۰ باشه,5
رم لب تاب رو 8 کردم و بهتر شد,5
خوبه,4
ممنون از دیجی کالا,5
بی نقص ترینه,5
خوب بودش من راضی بودم از خریدم,5
عالی,5
عالی بود مرسی ,0
"کالای رسیده با اون چیزی که در سایت بود تفاوت داشت
هم مشخصات فنی و هم کشور سازنده",2
خوبه,4
تو عکس دو ردیف 4تایی رم روی برد نشون میده ولی رم ارسالی یک ردیف رم روی برده...بسته بندی پلمپ نبود و انگار رم دست دومه اصلا شبیه نو نیست,2
من لپتاپم ی رم 4 داشت و این و هم خریدم به عنوان یه رم اضافه واقعا از روزی که گرفتم سرعت سیستمم خیلی بالا رفته واقعا راضیم ازش ممنون از دیجی کالا,5
خوشبختانه سالم بود و کارکرد ,3
متاسفانه رم‌هایی که دریافت کردم با مشخصات درج شده در تصویر مغایرت داشتند. هم از نظر آرایش چیپ ها هم تایمینگ. مرجوع کردم. تصاویرش هم گذاشتم ببینید,1
لپتاپ خیلی راحت و بدون مشکل این ram رو شناسایی کرد.فقط حتما در زمان خرید به ddr3 و ddr3l و فرکانسش توجه کنید...,5
روی لپ تاپ گذاشتم خیلی سرعتش خوب شده البته هارد اس اس دی هم گذاشتم از دی ماه دارم استفاده میکنم و خوب هست بدون نقص مرسی از دیحی کالا ضمنا قیمتش از بیرون ارزان تر بود,4
قیمت مناسب,4
نسبت به قیمت فوق العادست من واقعا راضیم خیلی سرعتش بالا رفته لپ تاپم,5
قیمت زمان خرید مناسب بود.,4
در کل خوب بود,5
خوب ,3
عالی,5
بدون مشکل کار کرد. من اشکالی ندیدم,5
خیلی خوبه الان پنچ ماهه دارم ازش استفاده میکنم,5
"برای کسایی که لپ تاپ با ساپورت DDR3 دارن و امکان خرید لپ تاپ مدل بالاتر رو ندارن مناسب هست
البته من آبان 98 خریدم، تست کردم و مشخصات کاملا تطبیق داشت",3
از هر نظر عالیه,5
"رم ارسالی فیک بود. شماره مدل چاپ شده روی برچسب رم مربوط به رم ۴گیگ بود در حالی که روی همون برچسب ۸گیگ نوشته شده بود که مشخص می‌کرد رم فیک است. بماند که اگر اصل هم می‌بود با شماره مدل ذکر شده توی تصویر متفاوت بود و مدل پایین‌تری از تصویر ارسال شده بود.
متاسفانه به هیچ وجه نمیشه و نباید به رم‌های ارسالی که فاقد بسته‌بندی فابریک هستن اعتماد کرد.",3
بسته بندیش خیلی بد بود ولی خوب خدا رو شکر رم سالم بود و عالی کار کرده تا الان,4
از همه چیش راضی بودم خوب بود فقط ثیمتش زیاده یه کم,0
رم لب تاپ asus n551 jk دقیقا از همین نوع است. برای این لب تاپ سفارش دادم و از خریدش راضی هستم.,3
"من مدل مشابه همین رو از بازار خریدم که می گفتند سامسونگ هست ولی مشخصاتش در سیستم unknow بود و اصلا کیفیت نداشت که پس دادم
ولی این رم کاملا اصل و ساخت فیلیپن بود کاملا مشخصات و برندش روی برد دستگاه چاپ شده و مشخصاتش دقیق تو سیستم (برنامه ای مثل cpuz) اومده",3.8
من دو عدد از این مدل رم رو از دیجیکالا( کامپیوتر پارسیان)خریدم که هر دو با بسته بندی ابتدایی(پلاستیک)ارسال شده بود که کاملا معلوم بود هر دو نو نیستند.یکی ساخت چین و دیگری ساخت فیلیپین بود که این موضوع هم دست دوم بودن کالا رو تایید میکرد.بعد از نصب روی لب تاپ asus n550 jv توسط سیستم شناسایی شد و مشکل عملکردی نداشت.یک نرم افزاری هست به نام hw info که مشخصات کامل سخت افزار سیستم از جمله رم رو کامل (حتی سال تولید رم) نمایش میده،توصیه میکنم قبل از خرید رم با این نرم افزار از نوع رم قابل پشتیبانی توسط لب تاپ مطمئن بشید و بعد اقدام به خرید کنید.در آخر از دیجیکالا هم توقع میره که دست دوم بودن کالا رو تو توضیحات محصول درج بکنه تا خریدار با اطلاع از این موضوع تصمیم بگیره...,0
"من برای ارتقاء گرفتمش 
دوستانی ک خرید میکنن حواسشونن باشه به فرکانس و مدلش
اونی ک به دست من رسیده بود دوکاناله بود 
تک کانال نبود",3
"متاسفانه نرسیدم مرجوع کنم

رم دست دوم بود",1.8
توصیه میکنم، مشکلی نداشت.,4
من لپ تاپ لنوو z50-70 دارم و با این رم الان درحال حاضر 16 گیگ رم دارم,4
کار نکرد مرجوع کردم,2
خوب بود و قیمتش هم مناسبه ,4
عالی,5
نصبت به قیمت خوبه ,5
خوبه بدون مشکل ,5
جنس خوبی نداشت و اشتباهی آوردن,1
دو تا خریدم ...تو پلاستیک ارسال شد..برچسب های روشون با هم فرق داشت..یکیو لپ تاپ میشناخت و اونیکیو خیر...مرجوع کردم و دم دیجی کالا گرم با این خدمات پس از فروشش که همیشه سمت مشتریه و با خیال راحت خرید میکنی,1
من چندبار از این برند خریداری کردم بگیر نگیر داره توی سرعت مثلا من از این مدل ۳ تا خریدم روی سه تا لپتاپ مشابه اما یکیشون خوب جواب میده بهتر برند دیگه انتخاب کنید واسه رم چون این برند اکثرا استوک هستن,3
محصول کاملا اصل و مرغوبه ,0
برای یک لپ‌تاپ Asus K450LD که رم ۴گیگ داشت خریدم و بخوبی با سیستم جفت و جور شد. ,0
با مشخصات روی قطعه برابر بود,4
"با کیفیت
تاثیر خوب در کارایی لپتاپ",5
این محصول و خریدم ولی واقعا ضد حاله که 7 ماه پیش خواستم 8 گیگ بخرم نخریدم اما الان با حدود همون قیمت 4 گیگ خریدم,0
بنده این رم را برای اتقای لپ تاپ اپل خود خریداری کردم و تا به حال مناسب بنظر میرسد.,4.25
چاپ و چسب خوب,5
خیلی خوب بود و محکم,5
خیلییی خوشگله و نازهه😍😍,5
خیلی بامزه و خوشگله👌 جنسشم خوبه و خوب و راحت چسبید,5
چاپ عالی و کیوت☆~☆,5
سبزش یکم کمرنگ تره ولی درکل عالی,4
استیکر ها هیچ کدوم جدا نمیشن و همه با هم چاپ شدن,1
خود استیکرها و چسب پشتشون خوبه اما هر طرح جدا شده نبود و یک تکه و بهم متصل بودن و خودم مجبور شدم انجامش بدم که نتیجه اش ظاهر زیبایی نداشت,4
کیفیتش مثل عکسش واضح و خوب نیس.... ولی خوشگله,4
برش نداشت خودم بریدم,2
در توضیحات محصول نوشته برش خورده در حالیکه برش نخورده است و بی کیفیت است و اصلا مناسب لپ تاپ و گوشی نیست چون ضد آب نیست و کاملا معمولی است، و بیشتر از سه هزار تومان ارزش ندارد. ,2
قشنگه ولی برچسب کاغذیه,5
خیلی خوب.چسبندگی و لایه رویی دارن که اب بخوره خراب نمیشه.برش خورده بودن و چاپ خوبی دارن,5
قشنگه ولی میتونست بهتر باشه ولی درکل خوبه,3
برچسب رنگش کدر است.,3
چسبندگی و کیفیت خوب ولی برچسب کوچیکه,5
خیلی بود اصلا جای برش نداشت و خودم با قچی برش دادم ضد اب نیست و خیلی معمولیه به زیبایی عکسش نیست,2
خیلی عالی ولی خیلی کوچک است,4
خیلی کوچیک بود اندازه کف دست,3
فقط یه کاغذ طرح دار و بدون برشه,2
یکم کمرنگ تر از عکس سایتهباید خودمون برش بزنیمبد نیست,3
چاپ با میفیت با برش دقیق,5
کوچولو و بانمک دقیقا مثل عکسش,3
مطابق توضیحاتش,3
خیلی خوب بود هم شکل هم اندازش مطابق انتظار بود حتماً خرید کنید,5
جنس خوبی من یکی خریدم خوشم اومد و باز برای شخص دیگه ای گرفتم تو این رنج قیمتی بهتر از این گیرتون نمیاد ,5
اصلا پیشنهاد نمیدم چون مشکل داره توی مدارش,3
عالی,4
کیفیت خوب,5
این قیمت نمی ارزه,2
بنده استیکر توپ پلاستیکی سفارش داده بودم، ولی چیزی که تو عکس میبینین برای من فرستاده شد. بقیه استیکر ها درست اومد، که البته رنگ استیکر ماربلو هم تعریفی نداشت و انگار زیر آفتاب بود. در کل که طرحاشون جالب هست خیلی و بسیار خلاقند. اما به شدت بی کیفیت هست استیکر هاشون و به نظر با دوام نمیاد و کاغذشون بی کیفیت هست. احتمال خیلی زیاد آخرین خریدم ازین برند برای استیکر باشه. ( ناموسا اینو جای توپ دو لایه های قدیمی فرستادین؟؟؟!),1.75
عالی,5
قشنگه. روی لب تاپ زدم,3
خیلی زیبا و مخصوص تاجی ها ,5
"راضی بودم 
خیلی قشنگه:)",5
نسبت به قیمتش خوبه ماندگاریش هم بالاس,5
پولتون دور نریزید,3
چندتا استیکر گرفتم قیمتاشون خوبه,4
خوب بود.   ,3
اندازش کوچیکه ,4
عالی,5
از این بهتر؟,3
"بخاطر استقلال بودنش خریدم
خوشگله و با کیفیت
ولی‌حس میکنم یه ذره اگه ارزون تر بود بهتره بود",5
توصیه میکنم بگیرید,5
خوبه,5
پیشنهاد میشه عالیه,4
عالی,5
عالی,5
خوبه,5
عالي,5
اگه  میخواین بگیرین,5
جنس تقریبا خوبیه ضخامت مناسبی داره و طرحشم قشنگهفقط سایزش بزرگ بود ک با کاتر بریدمبرای کیبورد خیلی ب زحمت افتادم چون بعضی کلید هاش بزرگ بود و بعضی دکمه شورت کات ها فرق داشت یا جاش روی یه کلید دیگ بود تقریبا برای هر کلید قیچی دستم بود ک کوچیک تر کنم از اطرافولی نتیجه کار تقریبا راضی کنندس,3
سلام . متاسفانه از سایز لپ تاپ من بزرگتر بود و خوب بار اول نتوستم اونو به لپ تاپم بچسبونم و برای همین کلی آشغال به خودش گرفت و باعث شد وقتی که بار دوم به لپ تاپ بزنمش کلش آشغال داشته باشه و بدتر از اون مقداری حباب و برآمدگی روی برچسب لپ تاپ ایجاد کند .,2
خوب بود ,4
جنس استیکر بد نبود ,5
واقعا فکر نمیکردم کیفیتش انقدر زیاد باشه چند بار هم با الکل دستمال کشیدم ی ذره رنگ رفتگی هم نداشت جنسش واقعا عالیه,5
استیکر چاپش خیلی خوب و مناسب هست.,5
با مزه و با کیفیت و عالی,5
من راضی بودم,4
ازخریدم راضیم ,5
"خیلی جذاب و زیبا
طرح با کیفیت",5
نسبت به قیمت عالی بود,3
خوب,4
جالب بود من زدم به گوشیم,5
زیبا,5
عالی بود من واقعا خوشم اومد ازش,5
قشنگ بود,5
عالی و باکیفیت ,4
بسیار با کیفیت و کاربردی,5
لولو کارت درسته,5
شرک عشقهعااالی ,5
حیف که خر شرک در استیکر نیست,5
استفادش نکردم ک چسبش رو چک کنم ولی کیفیت چاپشو دوست داشتم. اندازشم اونقدری ک فکر میکردم کوچیک نیست و متوسطه. راضیم,5
من از لولو چند تا استیکر دیگه ام گرفتم همشون کیفیت چاپ و بسته بندی خوبی داشتن و موقع ارسال هم اسیب ندیده بودن,5
دقیقا مثل عکسشه,5
سلام من رنگ مشکی این کوله رو انتخاب کرده بودم رنگ طوسی برام ارسال شد و در تصویر دوجا مارک کیف خورده ولی کیفی که به دست من رسیده فقط یک مارک داره نمیدونم معنی اصلی یا غیراصلی بودن کالا رو دارد یا نه ولی در کل کیف خوشکلی است علی رغم تفاوت با اون چیزی که سفارش دادم,4
خوبه.,4
همه جوره عالیه فقط ضرب گیرش تکه و برای لب تاب صفحه 14اینچی هست,4
عالی بود,3
اقا من گرفتم خیلی راضی هستم,5
من از خریدم راضیم، ,5
عالیه راضیم,5
کبف خوبیه و دارم استفاده میکنم اما لپ تاپم که 15.6 هستش تو قسمت مخصوص لپ تاپ جا نمیشه و تو قیمت وسطش میزارم,4
جنس خوب و زیبا مطابق. عکس,5
کیفیت ۳,0
ازخرید راضی هستم.,4.55
جنس معمولی,3
این چند روز که فعلا خوب کار کرده,4
عالی بود,5
تا الان یک بار استفاده کردم و مشکلی نداشته امیدوارم در آینده هم کار کنه ,4
در کل اگر نیاز دارید به یک کیف مهندسی که  لپ تاپ و لوازمتوون توش جا بشه کیف خوبیه,4
کیفیت مناسبی داشت. بسته بندی هم مناسب بود و کیف در جعبه پاپکو قرار داشت.,4
واقعا برای نگهداری لپتاپ باید این کیفو داشته باشی,5
به این برند اعتماد کنید,5
کیفیتش عالیهرنگ سورمه ای واقعا قشنگ و سنگین بود,5
از نظر کیفیت جنس و زیپ ها خیلی عالی هست فقط ای کاش ظربه گیر های بهتری برا لپ تاپ داشت,0
اصلا قابل استفاده نیست .استفاده نکردم .,1
ع ا ا ا ا االی,5
عالی حتما بخرید,3
اصلا خوب نیست,1
خوبه,3
خیلی خوب بود ممنون از دیجی کالا,5
قیمتش عالیه خیلی خوبه فقط یه ایراد کوچیک داره بعضی از دکمه ها اشتباه بود که اونم با تیغ میشه درست کرد,5
خیلی خوب بود عالی بود ممنون از دیجی کالا سالم ب دستم رسید,5
مثل کاغذ کادو بود,1
خیلی قشنگه ,5
پیشنهد میکنم,5
"خوب بود کیفیتش عالی بود ولی اندازه برچسب پشت لپ تاپ ۱۵ نیست ۱۴.۵ اینچ هستش.
حروف فارسی زیاد واضح نیست.",4
اصلا اون چیزی که در تصویر میبینید نیست و من کلا انداخم سطل اشغال,1
خوب ,4
جنس تقریبا خوبیه ضخامت مناسبی داره و طرحشم قشنگهفقط سایزش بزرگ بود ک با کاتر بریدمبرای کیبورد خیلی ب زحمت افتادم چون بعضی کلید هاش بزرگ بود و بعضی دکمه شورت کات ها فرق داشت یا جاش روی یه کلید دیگ بود تقریبا برای هر کلید قیچی دستم بود ک کوچیک تر کنم از اطرافولی نتیجه کار تقریبا راضی کنندس,3
سلام . متاسفانه از سایز لپ تاپ من بزرگتر بود و خوب بار اول نتوستم اونو به لپ تاپم بچسبونم و برای همین کلی آشغال به خودش گرفت و باعث شد وقتی که بار دوم به لپ تاپ بزنمش کلش آشغال داشته باشه و بدتر از اون مقداری حباب و برآمدگی روی برچسب لپ تاپ ایجاد کند .,2
خوب بود ,4
جنس استیکر بد نبود ,5
واقعا فکر نمیکردم کیفیتش انقدر زیاد باشه چند بار هم با الکل دستمال کشیدم ی ذره رنگ رفتگی هم نداشت جنسش واقعا عالیه,5
در کل اگر نیاز دارید به یک کیف مهندسی که  لپ تاپ و لوازمتوون توش جا بشه کیف خوبیه,4
کیفیت مناسبی داشت. بسته بندی هم مناسب بود و کیف در جعبه پاپکو قرار داشت.,4
واقعا برای نگهداری لپتاپ باید این کیفو داشته باشی,5
به این برند اعتماد کنید,5
استیکر چاپش خیلی خوب و مناسب هست.,5
با مزه و با کیفیت و عالی,5
من راضی بودم,4
ازخریدم راضیم ,5
"خیلی جذاب و زیبا
طرح با کیفیت",5
نسبت به قیمت عالی بود,3
خوب,4
جالب بود من زدم به گوشیم,5
زیبا,5
عالی بود من واقعا خوشم اومد ازش,5
قشنگ بود,5
عالی و باکیفیت ,4
بسیار با کیفیت و کاربردی,5
لولو کارت درسته,5
شرک عشقهعااالی ,5
حیف که خر شرک در استیکر نیست,5
استفادش نکردم ک چسبش رو چک کنم ولی کیفیت چاپشو دوست داشتم. اندازشم اونقدری ک فکر میکردم کوچیک نیست و متوسطه. راضیم,5
من از لولو چند تا استیکر دیگه ام گرفتم همشون کیفیت چاپ و بسته بندی خوبی داشتن و موقع ارسال هم اسیب ندیده بودن,5
دقیقا مثل عکسشه,5
چاپش خوبه,5
خیلی بانمکه و کیفیت خوبی داره,4
در کل عالی هستند.,4
دوسش دارم 😎,5
عالی,5
هم کیقیت چاپش خیلی خوبه و خوشگله، هم کیفیت خود استیکر، خیلی خوب بود پیشنهاد میکنم,5
خوشگل و با کیفیته,5
خوشگله. به درد جورنالینگ میخوره,5
در حد معمول نه بد نه خوب,1
عالی ,5
زیبا و با کیفیت,5
چاپ عالی و جنس واقعا خوب و عالی پیشنهاد میدم حتما بخریدش,5
برای من چاپش بی کیفیت بود ولی در کل خوبه,3
خیلی خوب و واقعیه,5
عاللللیییییی,5
خیلی خوشگله,5
عالی,5
برچسب قشنگی هستش بدرده این میخوره که هر جایی بچسبونی ، اونایی که دوست دارن برچسب بونن. ولی فقط دقت کنید اون اندازه ای که تو عکس نشون میده نیستن کوچیکتره ,5
کیفیتش چاپش خوب نیست,2
استیکر خوب و با کیفیتی است.,5
فعلا خوبه,4
شارژر تحویلی اصلا کار نمی کرد,1
برای لپ تاپ گرفته بودم ولی شانس آوردم اول به usb dock وصل کردم بعد از یک دقیه و قبل از اینکه لپ تاپ رو روشن کنم یک صدا اومد و بعد دود ازش بلند شد و usb dock رو سوزاند,1
در خریدش شک نکنید,5
اصلا شبیه عکس نیستش . توی عکس خیلی شیکه اگر لازم نداشتم مرجوع میکردم,2
عالی بود بنظرم,5
فوق العاده ,5
خیلی خوبه و کنده نمیشه خود به خود خودتم راحت میتونی بگنیش و به بدنه اسیب نمیزنه,4
اندازش برای لپ تاپ من بزرگ بود ولی خب با کاتر درستش کردم ولی چسب کار خیلی خوب نبود به نظر من به خصوص لبه‌های لپ‌تاپ که چسب جدا می‌شد، با این وجود من دوسش دارم,3
در کل خیلی خوب بود به همه پیشنها ش میکنم بدون نگرانی بخرید,5
عالی و زیباشد,5
من لپتاپم رنگ مشکی بود. و زمینه این هم مشکلی بود. و با هم خوب مچ شدن ,4
تنها ایرادی داره اینه که باید خودت برش بزنی تا مناسب فرم لب تاپ بشه ای کاش سازندش برای هر مدل لب تاپ این استیکر درست می کرد,5
خوب و عالی,5
عالی,5
پیشنهاد میکنم بگیرین,5
کیفیت خیلی خوب عینا مشابه توضیحاتفقط کمی برای لپ تاپ 15 اینچ بزرگ بود که مجبور شدم اضافاتش برش بدم.,5
کالای بدی نبود,4
قشنگه اما اندازه زیاد دقیق نیس,3
بد نیست,3
خوب بود فقط کمی بزرگ بود من مجبور شدم قیچی کنم,5
تا شده بود مرجوع کردم,1
دقیقا عین عکس بود,5
عالی با کیفیت ,4
کیفیت چاپش خیلی بالا نیست ولی قابل قبوله و پیشنهاد میکنم,4
معمولی,3
خوبهه,4
عالی,4
خیلی بی کیفیته رنگش و خیلی کوچیک در کل اصلا پیشنهاد نمیکنم,1
چسب عالی بزرگه من برای کیس و کامپیوتر خریدم ,5
من چند تا برچسب باهم گرفتم این معمولی بود. به قیمتش اوکیه,3
عالیه در همه نظر,5
کیفیتش نسبت به قیمتش قابل قبوله ,4
مثه همیشه عالی ، مرسی از دیجی کالا,4
عالیه,5
عالیهههههههه,5
جنسش نازک و معمولیِ براق بود، ینی مثه استیکرای دیگ لایه ضدخش و صدآب نداشت، برش خورده هم نبود,3
عالی,5
کیفیت مناسبی نداره. ,2
گرفتم که داشته باشم فقط ، بدم نیومد از ظاهرشون,4
خیلی خوب و عالی,5
واسه لپ تاپ میشه استفاده کرد.,5
بعضی نظرات میگفتن خوب برش نخورده و رنگش میره... ولی من بعد از چند ماه استفاده میگم که خیلی تمیز بود و رنگش هم اصلا نرفت.,4
قیمت نسبت به کالا بالا میباشد,5
حتما بخرید,5
خیلی خوب,5
قرار بود New باشه، اینکه از همون قدیمی‌ها است، ۵۰۰ تومن پول بیشتر دادیم که از سری جدید باشه,1
عالی تر از این نیس,5
حروف دقیق نیست   و جای حروف ردیف اخر غلط است.,3
محصول کیفیتش خوب بود,4
هرچند یه کاور هستش و نمیشه توقعی داشت ازش ولی من خوشم نیومد. یه ذره تایپ کردن باهاش سخته و اینکه یه ذره کدر هستش. یعنی مشکی کدر هست عکساشم گذاشتم. تنها نکته مثبتش اینه که صدای کلیک کیبورد رو کاهش میده. دکمه های فلش چپ و راست هم کامل نپوشونده.,3
کاملا خوب و اندازه,5
